2003;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;8;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0
2003;8;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;5
2003;8;23;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;6.2;0;0;0;26.2;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.2;0;0;1.4;0.2;0;0;6
2003;8;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;17.2;0;3.2;9.6;0;0;0;0;0;0;0;0;0;0;5.4;0;0.2;0;14.6
2003;8;25;10.2;0;0;0.6;0.6;11.2;0;14;0;15.4;9.2;1.4;1.6;0;18;0.4;5.2;7;0.4;0;4.6;4;11;0.4;0.2;3;4.8;24.2;4.2;9.2;6.2;2;12.6;0.6;0.2;5.4;0.2;12.8;7.2;25;14.2;0.2;7.8;0;4.2;5.6;0;16;0;9.8;1.4;1.2;0.8
2003;8;26;9.6;1.4;2;1.8;3.6;24.4;1.2;30.2;1.2;8.4;14;8;8.8;3.4;15;1.4;23;19;9.6;8.6;33.8;11.2;22.2;15.2;12.4;2.8;6.6;32.6;11;3.6;19;3.8;14.2;27;0.4;22.8;0.8;15.8;3.2;32.4;9.4;4;11.8;0;29.6;13.8;22.6;21.8;2.6;15.4;1.8;25.6;4.2
2003;8;27;0;0;0.2;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;3.8;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0.2;0;0.2;0;0;0
2003;8;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;8;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
2003;8;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;8;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
2003;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;0;2;0;0;0;0;0.6;0;0;0;0;0;0;2.8;0;0;0;0;0;0.2;0;0;0
2003;9;3;0.4;0;0;0;2.8;0;2.2;0;0;0;0;0;1.4;0;0;0.4;0;0;0.2;1.2;0;0;0;0;0;0;0;0;0;1.8;0;0.2;0;0.2;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0
2003;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;8;13;10;6.2;11.6;9.2;11.6;16.2;12.6;7.2;8.4;4.6;15;28.2;7.8;19.6;29.2;6.4;6.2;10.6;12;8.8;19.2;11.6;18.4;12.8;7.6;9.4;45.8;14.6;22.8;7.6;11.4;8.8;22;4.6;11.6;4.6;9.4;23.2;15.4;13;6.6;18.6;8.8;14;6.4;12.8;11.8;5.8;15;5.4;24.6;17
2003;9;9;55.2;20.4;2.4;32;14.4;2.4;10.8;10.6;18.2;12;38.6;39.6;29.2;2;14.8;15.2;19.4;28.2;60;76.2;15.4;40.2;24.2;60.4;76.4;3.6;13.4;3.6;9;44.8;23;36;39.6;22;13.6;25.4;17.2;21.2;8.6;2.2;59.2;20.6;1.8;15.8;94.2;20.2;43;65.6;19.8;1.2;18;37.8;8
2003;9;10;12.8;2.8;2.6;5.4;8.8;10;9.2;14.6;10.4;2.2;3.4;3;5.2;2.6;48.8;4.6;3;3;13.8;10.6;2.8;5.4;10.4;7.4;25.2;14.2;3;5.2;3.6;5.4;2.4;18.4;3.6;3;10.8;1.8;8.8;11;48.8;5.4;9;3.4;9.2;30.4;4.2;13.6;8;4.2;14.4;6.6;9.8;6.6;24.8
2003;9;11;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0.2;0;0.2;0;0;0;0;0.2;0;0
2003;9;12;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
2003;9;13;0;2.2;0;3.2;0;0;0;0.2;0;0;0.2;0;1.8;0;0;0;1.4;0.2;0;0;0;0;0;0;0;1.6;0;0;0;0;0.6;0;0.2;0;0.2;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0
2003;9;14;0;0.8;0;2.4;0;0;0;0;0.8;1;0;0;0;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0
2003;9;15;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
2003;9;23;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;24;0;0;0;0;0;0;0.4;0;1;0;0;0;4;0;0;0.2;0;0;0.6;0.6;0;0.2;0;0;0.4;0.2;0;0;0;1.8;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.2
2003;9;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;9;28;33;NA;5;2.4;3;6.8;NA;9.2;0.8;8.8;13.6;NA;42.2;5.2;7.8;NA;5.8;6.8;17.8;26;8.4;9.8;11;24;21;0.8;9.8;25.8;11.8;14;9.4;38.8;16.6;11.4;0.2;6;NA;7.6;12.6;8.4;19.8;4.6;5.6;NA;NA;9.4;19.2;18.6;NA;3.4;NA;NA;3
2003;9;29;14.2;NA;3.4;4.6;1.6;5.4;NA;4.2;22.2;14.6;13.2;NA;1.6;3.2;6.4;NA;11.4;17.6;3.4;3.6;13.4;4.8;2;30.4;3;2.8;12.8;5;15;11.4;10.8;90;2.4;1.8;3;12.2;NA;2.2;6.8;4;5;6;6;NA;NA;2.6;0.2;1.2;NA;9.2;NA;NA;16.8
2003;9;30;0;0;0;0;0;0.2;0;0;0;0;0.2;0.2;0;0;0.2;0.2;0;0;0;0;0;0;0.2;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2
2003;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
2003;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;10;4;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;1.6;0;0;0;0;0;0;0;0.8;0;0;0.8;0.2;0.2;0.2;2.2;0;0;0.2;0;0.2;0;0;2;0;0.4;0;0;1;0;0;3.8;0;0;0;0.2;0;0;0
2003;10;5;34.8;72.8;15.6;54.8;73;18.4;14.2;8.8;33.2;66.4;62.6;68.8;22.2;15;24;18.2;99.6;79.2;13.6;25.2;46.8;73.6;43.2;52.4;13.4;29.4;50.2;14.2;16.6;14.2;89.4;47.8;68.8;59.6;30.8;54.4;35.6;29;10.8;21.4;29.6;35.2;25;42.2;50.8;63.4;27.2;30;67.4;24;47.2;59;72
2003;10;6;1.4;7.2;4;3.4;4.2;5.6;0;3.8;0.4;5.8;5.4;6.4;0.4;3;5;0.2;15.8;4.4;3.2;2.8;3.4;4.4;1.4;5.4;1.6;0.6;7;4.8;3.6;0.6;12;1;8.4;2.8;2.2;4;2;0.8;3;4.8;3.6;9.8;4;1.4;0.6;0.4;2;3;2.4;3.6;5.4;2;0.6
2003;10;7;0;0;0.2;0.2;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0.8;0;0;0.2;0;0;0;0.2
2003;10;8;17.4;23;2.8;21.4;10.8;9.6;1;12.6;5.8;32.6;21.2;51.4;4.2;4.6;13.4;4.8;39.2;32.6;5.6;7.2;10.2;16.2;0.8;10;1.6;14.6;32.2;22;5.4;2.6;58;15.2;27;6.6;16.4;14.4;7.6;0.2;4.4;10;17.8;18.8;8.4;4.8;8.8;0.2;5;26;22.8;6.6;14.8;11.8;10.8
2003;10;9;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2
2003;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;10;11;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0.2;0.2
2003;10;12;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0.2;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0.2;0.2;0
2003;10;13;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2
2003;10;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0.4;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.2
2003;10;15;13.6;39.6;10.4;43.4;20.8;0.6;18.6;2.4;17.8;24.4;22.6;17.8;11.6;7.4;0.8;16.4;21.4;20.4;5.6;5.8;6.8;10;0.2;10;5.2;36.8;15.6;1.8;0.6;0;42;13;39.2;9.4;28;6;25;0;2;1;14;44.8;0.4;15.2;8.4;0;9;20.4;38.8;0.6;27;12.6;26.2
2003;10;16;3;14.4;0.4;22.8;2.4;0;0.6;0;1.4;2.8;5.2;6.6;3.6;0.4;0;2.8;3.4;3.4;1.8;1.4;2.4;2.2;0;2.8;2;11.2;1.8;0.2;0;0;5.4;2.8;14;2.8;6;0.8;4.4;0;0;0;3.8;12.4;0;1;2.2;0;1.6;4.6;8;0;5.6;2.8;2.8
2003;10;17;1;0;0;0;0.4;0;3;0.2;0.4;0.2;0.4;0.6;3.2;0;0;2.2;0.6;0.4;0.8;1;1;0.4;0;0.4;0.8;0;0.2;0;0;0;0.2;0.4;0.6;1;0;0.8;0.2;0;0;0;0.6;0;0;0;0.6;0;0.4;0.4;0;0;0;1;0
2003;10;18;48.2;53.4;23;45.8;43.4;26.2;46.4;36.4;59;52.8;39.2;46.6;31;21.8;19.2;47.2;31.6;35.8;49.8;31.4;29.6;21.8;16.2;41.6;31;39.2;46;34.2;25.4;19.8;44.6;33.6;43.6;31.6;45.4;27.2;71.2;16.2;30;22.8;37;51;21;52.8;26.6;17;30.4;46.2;56.8;16.2;75.2;32.8;63.6
2003;10;19;13;11;0.6;12.4;6.2;1.6;46.4;2.6;21.6;3.4;4.2;14;11.8;0.4;2.6;15.2;4.4;3.6;3.6;2.6;6;3.8;0.8;10.8;4.4;3;2.8;1.4;2.8;0.2;5;9.6;7.6;3.6;5;2.8;10.2;1.4;4.6;2.8;NA;1;1.2;4.6;5.6;1.2;5;7.6;10;3.4;7.8;5.2;3.4
2003;10;20;3.8;48.2;3;13.2;0.6;2.6;0.6;2;3.8;2.6;11.6;45.8;1;2.8;16.6;1.8;4.4;4.6;0.8;2;3.6;6.4;11.6;15.6;2.8;1.8;2.4;4.4;1.6;62.6;3;3;18.8;1.6;1.2;0.8;2.8;22.8;4;2.6;NA;1.8;14.4;2.4;1.2;40.4;1.2;7;9.2;5;3.2;4.2;7.4
2003;10;21;0;2.2;0;4.2;0.2;1.8;0;0.2;0;2;0;0.2;0.2;0;11.4;0;0.6;1;0;0;0;0.6;0.4;0;0;1;5.2;0;0.8;20;0.4;2.6;0;0;0;0.2;0.2;5.2;0;0;0;0;10;0;0;3.2;0;0;0.2;3;0;1;0
2003;10;22;4.2;9.6;11.8;11.8;1.6;20.2;2.4;23.6;2.6;18.6;8.6;9.8;0;11.4;22.8;3.4;18.6;11.8;7.6;7.6;9;10.8;19.4;7.8;5.8;5.4;19.8;25.8;14;86;23.6;6;10.4;10.4;2.6;13.8;1.8;30.8;15.8;27.6;NA;7.8;21.8;1.2;6.2;25.2;7.4;8.8;6;30.2;2.4;12;3.6
2003;10;23;20.6;34.6;4.8;25.2;18.2;4.6;6.4;5.8;28.6;7.2;15.6;39.2;0;3.4;4;17.4;16.4;16;3.8;4;7.4;26;4.6;19.4;3.8;12.8;8.2;6.6;5.4;1.6;15.8;21.2;28.4;12.2;10.4;11;13.6;7.8;3.8;6.4;NA;17.8;4.6;15.8;25;11.2;16.4;19.6;46;6.6;18.2;22.2;27.8
2003;10;24;0.2;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2
2003;10;25;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2
2003;10;26;5.6;0.2;0.6;0.6;0.6;1.6;3.2;0.2;0.8;2.6;0.6;2.6;0.4;0.4;1.8;6.6;0;0;0;0.2;0;1.8;2;3;0;0;2.2;1.6;0.6;14.4;3.2;2;1.6;4;1.4;0;1.8;1.2;0.4;0.2;2.8;0;2.2;1.6;5.8;1;3.4;1.8;1.8;0.4;1;1;1.4
2003;10;27;0.4;57.2;3;44.8;5.8;0.6;0;0.6;0.2;1.4;0.2;39.4;0.4;3.8;1.2;0.2;4.2;0.8;0;0;0;0;4.4;13.6;0;15.2;0.6;0.2;0;68.8;9;29.8;10.6;0;0.2;0.2;1.4;10.2;0;1;11;24.4;1;0;0;5.8;0;0.4;15.6;2.8;1;0;1.2
2003;10;28;3;2.2;0.6;1.6;1.2;0.6;6.4;1.6;0.4;1.2;3.8;2.6;0.2;0.6;0.4;3;2.2;3.2;2.4;2;1.8;3.8;0.2;2.2;2.4;2;1.2;0.8;1.4;2.2;1.6;0.8;2.8;3.4;0;2;0;0;1.6;0.8;2.4;2.6;0.2;0;2.4;0.4;2.2;2.8;0.8;0;0;3.6;0.2
2003;10;29;30.8;131.6;18;67.2;10;23.8;10.8;11.4;6.2;21.8;24.8;75.6;1.6;22.6;25;9.8;38.2;19.6;27;42.4;37.6;17.6;54;88.6;28.6;42.6;29;73.6;36.4;10.6;43.2;15.4;94;19;5.6;36.4;7.4;27;11.2;17.2;NA;35.2;22.6;4.6;14;18.2;24.8;35.8;45.2;11.2;7.8;20;14.8
2003;10;30;16.4;13;1.4;18.8;27.8;12;5;14;17.8;16.8;20.6;16.2;0.4;1.6;3.8;12.6;11;12.6;9.8;9.4;9.2;13.4;4;13.6;2;12.6;22.6;9.8;9.8;5.2;22;26.6;14.8;3.2;3.6;11.4;6.8;3.4;18;9;NA;8;7.4;6.4;11.6;7.2;9.8;18.2;34.4;6.4;10;13;16
2003;10;31;1.6;0.6;0;2.2;0.4;0;0.2;0.6;0.2;0;1.8;15;0;0;1.4;0.2;0;0.4;0.4;0.6;2;0.6;2.6;9.4;0;0;0.2;1;0.2;1.6;0.2;7.2;4.4;0.2;0;0.4;0;9.8;1.2;0;5.8;0;0.4;0;0;3.2;0.8;7;0.4;0.6;0;0.4;0
2003;11;1;0;4;2;3.8;1.2;5;0.2;6.2;1.8;14.2;7.4;1;0;4.6;13;0.4;1;1.6;1.4;5.2;0.2;0.8;17.6;4.6;5.6;2.2;11.2;4;3;19.4;5.4;0.6;5.2;1.8;5.4;4.4;0.8;20.6;4;5.6;4.2;4.8;7.2;1.6;1.8;24.2;3.6;4.2;2.6;8.6;2;1.2;2.4
2003;11;2;1;11.4;5.4;16.2;1.4;0.2;0;0.4;8.6;3;5.6;8.6;0.2;6.6;0;0;5;7;0;0;0;4.8;0.2;4;0;13.8;1.2;2.2;0.4;2.6;6.2;1;3.2;0.2;2.2;1.2;6.4;0;0.2;6.8;1.2;21.6;0.2;13.6;0;0.6;1.4;0.6;16.6;0.8;8.8;6.8;13.2
2003;11;3;0;0.2;0;0;0.2;0.2;0;0.2;0;0;0.2;0.2;0;0;0.2;0;0;0.2;0;0;0;0.2;0.2;0;0;0.2;0.2;0.4;0;0.2;0;0;0;0.2;0.2;0.4;0;0;0;0.2;0;0;0.2;0.2;0;0.2;0;0.2;0;0.2;0.2;0.4;0.2
2003;11;4;0;0.2;0;0;0;0.2;0;0;0;0;0.2;0.4;0;0;0.2;0.2;0;0;0.2;0;0;0.2;0.4;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0.2;0.2
2003;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;11;6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;11;7;1;5;0.2;3;0;2.4;0;0.6;0.2;2.4;0.8;8.4;0;0.2;2;0.2;0.2;0.6;5;4.8;0;1;5.4;6.8;7;2;1.6;1;0.6;4.8;0.4;6;2.6;1.4;0;0.6;0;1.6;4.2;1.2;1.2;1.4;1;0.4;0.4;4.2;0.6;0.8;3.8;0.6;0;0.4;1
2003;11;8;2.2;0.2;1;0;0;3;1.4;5.4;0;3.8;21.6;0.8;0.8;1.4;6.2;0;9.4;13.8;3.8;11.4;0;15.8;6.2;21.6;9.8;0;1.8;5.4;3.4;20.2;7.2;0.4;4.2;0.6;0;1;0;5.6;4.2;5.6;19.4;0.4;2;0.2;4;7.2;33.4;12.2;0;4;0;12;0.2
2003;11;9;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0.2;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0.2;0;0.2
2003;11;11;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;11;13;1.4;0;0.2;0;0;0.8;15.2;3.4;0;0.6;0.6;0;0;0.2;0.8;8.4;0.2;0.2;1.8;3.2;0;0;2.2;1.8;1.8;0;1.4;1.6;1;9.6;1.2;0.4;0.2;1.8;0;0.6;0.2;0.4;5.2;0.2;0.4;0.2;0.6;0;0.4;1.6;1.8;0.6;0;0;0;0.4;0
2003;11;14;0;0;0;0;0;0;1.6;0.2;0;0;0;0;0;0;0.4;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;11;15;0;0;0;0;0.8;0;0;0;2.6;0;0.6;0.2;0.2;0;0;2;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;6.4;0;0;0;0;0.2;0;0;0;2.8
2003;11;16;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
2003;11;17;1;0;0;0.2;0;0.2;0.2;0;0.2;0.6;1;0.2;0.4;0;0.4;0.6;1;0.2;0;0;0;0.6;1.4;0;0;0;0.2;0.2;0;2.2;0.8;0.2;0.2;0.2;0;0.2;0;0.2;0.2;0;0;0;0;0;0.8;1.2;0.4;0.4;0;0;0;0.8;0
2003;11;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0.2;NA;0;0.2;0;0.2;0;0;0;0;0;0.2;0;0.2
2003;11;19;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0.2;0;0;0;0;0.2;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;NA;0;0;0;0.2;0.2;0;0;0;0.2;0;0;0.2
2003;11;20;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;0.4;0;0.2;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;0;0;0;0;0.2;0;0;0;0;0.2;0;0.2
2003;11;21;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0
2003;11;22;0;0;0;0;0;0;6.2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2003;11;23;0;0.2;0;0;0;0;1;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
