1974;5;22;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;5;23;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;5;24;NA;1.5;0;0;0;0;0;0;0;0;0;0;1;0.40000001;1.4;5;0;3.4000001;4.5999999;3.2;9.1999998;2;0;6.8000002;0;0;8.8000002;0;0;0;0;NA;0.2;1.2;0
1974;5;25;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0
1974;5;26;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.60000002;0;0.2;0;0;0;0;0;0;0;NA;0.40000001;0;0
1974;5;27;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;5;28;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;5;29;NA;12.3;0;0;0;0;0.2;0;0;0;0;0;0;0;1.4;0;0;0;0;0.2;2.2;0.40000001;0;0;0;0;0;0;0;0;0;NA;0;1.6;0.2
1974;5;30;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;5;31;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;1;NA;0;1;2.2;0.60000002;1.6;2.2;0.60000002;0.40000001;0;0.2;0.60000002;0;0.60000002;0.60000002;0;0;1.4;1.2;0.80000001;1;1;3;0.40000001;0.80000001;0;2;1.4;1.3;0;0;NA;0.40000001;0.2;0.60000002
1974;6;2;NA;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;2.2;3;4;1;0;4;0;0;1;0;0;0;0;NA;0;0;0
1974;6;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2.4000001;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0
1974;6;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;11;NA;0;0.30000001;2.2;0;0.2;3;0;0;0;5.5999999;0;0;0;0;1;0;8.1999998;0;0.2;0;0.40000001;2.4000001;1;2;0;0.2;0;0.5;0;0;NA;0.60000002;0;0
1974;6;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6;0.2;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;13;NA;3;0.5;0.2;1.8;5;0.40000001;4.5999999;3;2;2.4000001;1;3;4.5999999;3;7;6.4000001;10.4;8.1999998;1.6;12;9;3.2;10.6;0.2;0;15.2;1.4;14.5;5;0.40000001;NA;8.8000002;8.3999996;6.1999998
1974;6;14;NA;0;0;0;0;0;0.40000001;1.4;0;0;0;0;0;0;0;0;0;1.6;2;0;3.8;0;0;0;0;0;3.2;0.2;0;0;0;NA;0.80000001;0;0.2
1974;6;15;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;16;NA;0;0.40000001;0;1.4;0.60000002;0.80000001;2.5999999;1.4;8;0.80000001;0.80000001;0;0;0;0;0;1.4;1;7;1.4;1.2;1.2;13.8;0;0;1.6;0;0;0.60000002;0;NA;2.2;0.2;3.4000001
1974;6;17;NA;3;5.5999999;21.4;11.4;13.8;14.6;7.5999999;5;5;8;1.4;6;2.8;2.4000001;4;1.4;9.6000004;4.5999999;0.80000001;26.200001;20;5.1999998;11.4;19;9.5;3.5999999;5.4000001;27;2.4000001;1.8;NA;8.1999998;8.8000002;15.6
1974;6;18;NA;0;0;0;0;0.40000001;0;1.8;0;0;1.6;1.2;0;0.2;0;0;0;0.2;0;6.4000001;0;0;0;0;0;0;2;0;4.8000002;0.2;0;NA;0;2;0
1974;6;19;NA;24;2.7;12.2;9.6000004;3.2;3.4000001;11;0.60000002;9;4.4000001;3.2;57;19.4;35;3;1;6;2.8;20;2.4000001;3.2;2.4000001;4.8000002;4;12.5;1.6;4.4000001;20;2.8;8.1999998;NA;4.5999999;12.6;2.2
1974;6;20;NA;0;0;0;1.4;1.2;0.60000002;0;0;0;0;0.60000002;0;0.2;0;0;0;1.6;0;0;0;20;0;0;0;0;0.2;2.5999999;0;1.8;4.5999999;NA;0;0;0
1974;6;21;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;22;NA;0;0.60000002;11;0.2;4.5999999;3.8;0;0;0;0;0.80000001;0;0;0;0;0;0;0;0;0;0;0.2;0;0.40000001;0;0;0;0;0;0;NA;0;0;0
1974;6;23;NA;2.3;0;0;0.2;0;0;0;0;0;0;0.2;2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;24;NA;0;0;0;0;2;0.80000001;0;0.40000001;0;0;0;0;0;0;0;0;2.4000001;1.8;0.2;2;1.4;0.2;1.6;0;0;1;0;0.60000002;0.80000001;0;NA;0.40000001;0;0
1974;6;25;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;26;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;27;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;28;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;29;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;6;30;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8000002;0.2;0.80000001;1.4;0.2;3;0.40000001;0;0;1.2;0;0;0;0;NA;0;0;0
1974;7;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;8;NA;4.3000002;0;0;0.80000001;0;0;30.799999;8.3999996;2;1.4;0;4.8000002;4.8000002;2.5999999;0;1.8;0;27.200001;6.8000002;5;13.4;0;0.80000001;0;0;8.3999996;0;17;0;12.8;NA;12.6;13.4;2.5999999
1974;7;9;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;12;NA;0.2;4.3000002;7.8000002;0;1.6;0;0;0;0;0;0.40000001;0;0;0;0;0;0;0;7.1999998;0;0;0;0;2;3.2;3.4000001;0.2;0;0;0;NA;0;0;0
1974;7;13;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;14;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;15;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;16;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;17;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;18;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;19;NA;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;20;NA;0;1.7;0.40000001;0;1.4;4.5999999;0;0;0;1;0.40000001;0;0;0;2;4;2.2;0.2;1;3.2;2.5999999;6.8000002;25.4;1.2;0;0.2;0;0;0.2;0;NA;1;0.40000001;0
1974;7;21;NA;0.2;0.40000001;0;1;0.60000002;0;0.60000002;1.6;5;16.200001;1;2;3;1.4;20;35;5.8000002;3;8.3999996;5.4000001;5.1999998;1.6;0;0.40000001;0;4.5999999;0.40000001;3.8;0.40000001;1;NA;3;1.2;6
1974;7;22;NA;0;0;0;0;0;0.80000001;0;0;0;0;0;0;0;0.40000001;7;0;0.80000001;0;0.40000001;0;0;0.40000001;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;23;NA;0;1.4;0;0;5;0.80000001;0;0;0;0;2;0;0;0;0;0;0.40000001;0;0.2;0;0.40000001;0;0;0;0;0;0.80000001;0;0.40000001;0;NA;0;0.60000002;0
1974;7;24;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;25;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;26;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;27;NA;0;0;0;0;0;0;0;7.1999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;28;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;29;NA;0;0;0;0;0;9.3999996;0;0;0;0;0;0;0;0;0;0;1.2;0;0.60000002;1.8;0;38.599998;0;0;0;1.8;0;0;0;0;NA;0;0;0
1974;7;30;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;7;31;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;2;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;9;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.60000002;3
1974;8;10;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;13;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;14;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;15;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;16;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;17;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;18;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;19;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;20;NA;0;0;4.8000002;0;0.40000001;4.4000001;0;0;0;0;3.4000001;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;6.5999999;0;0;0;NA;0;0;0
1974;8;21;NA;0;1.5;0.2;0;1.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;8;22;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5999999;0;0;0;0;0;0;3;0;0;0;0;NA;0;0;0
1974;8;23;NA;0;0;0.80000001;0.40000001;0;0;0;0;0;0;0;0;0;0.2;0;0;1.8;0;0;0;0;3.2;0;0;0;0;0.2;0;0.40000001;0;NA;0;0;0
1974;8;24;NA;15;0.69999999;0.60000002;0;1;11;3.2;58;20;10.6;0.2;10;32;0;32;12.2;25;27.799999;20;12;21;63;8.8000002;0.40000001;7.5;6;2.2;21.799999;3.4000001;42.599998;NA;12.2;8.6000004;5.4000001
1974;8;25;NA;13;4;1.4;10;5.4000001;4;0;0.40000001;5;0.40000001;1;10;0.40000001;5.5999999;24;2.8;1.2;0.60000002;24.4;2.2;0;6;24.200001;5;1.5;35.200001;1.4;1.7;0;11.4;NA;0.2;3.2;0.2
1974;8;26;NA;11;0;0;0;0;0;4.4000001;1.6;13;0.60000002;0;0;4;0;3;0.60000002;5;10;1;6;15;0.2;0;0;0;3.5999999;0.60000002;0;0;3;NA;45.400002;9;1
1974;8;27;NA;8;10.3;0;0.80000001;5.4000001;13;2.4000001;0.40000001;8;23;1.6;8;25;1.4;2;2.8;24.799999;18.4;5;21.200001;8.6000004;1.6;0.2;3;0.2;3.2;8.8000002;17.4;3.2;0;NA;10;2.8;0.60000002
1974;8;28;NA;2.4000001;3;0;0.60000002;0.40000001;3;13.2;0.40000001;0;0.60000002;7;2.4000001;0.2;9;11;9;9.3999996;14;0;42.400002;16.200001;0;18;1;1.5;9.6000004;1.4;3.2;11.6;11;NA;10;2;1
1974;8;29;NA;1.3;0;0.2;0;0;0;0.60000002;0;0;6.5999999;0;2;1.2;2;0;1.4;56.799999;40.400002;36;19.200001;19;3;48.400002;0;0;53;0.2;6.1999998;0;0.2;NA;0.80000001;6;9.1999998
1974;8;30;NA;4.8000002;0;0.2;0;0.60000002;0;1.4;8.8000002;7;0;0;3;0;1;0;0;1.2;2.8;7.8000002;2.5999999;1.2;0;0;0;0;2.8;0;0;0;0.2;NA;0;2;1.8
1974;8;31;NA;0;0;0;0;0;0;0.40000001;0;0;0;0;0;0;0;0;0;0.2;2.4000001;0.2;43.599998;5.5999999;0;0;0;0;0;0;0.5;0;3;NA;0;0;0
1974;9;1;NA;0;5.3000002;6.5999999;0.2;5.1999998;7;0.2;0.40000001;0;0.60000002;0;1.5;0.2;0.60000002;0;0;5.1999998;1;2.4000001;0.2;2;9.6000004;0.40000001;2;3.5;0;0.60000002;0.30000001;6.4000001;0;NA;1.4;0.40000001;1
1974;9;2;NA;0;0;0;0;0;0;0.2;3.8;0;0;0;0;0;0;0;0;0.60000002;0;0.2;0;0;2.2;0.2;0;0;0;0;0;1.8;6.8000002;NA;0;4.8000002;0.80000001
1974;9;3;NA;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;4;NA;0;6.3000002;0;0;4.5999999;0;1.4;0.40000001;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;4.8000002;0;0.2;NA;0;1.4;0
1974;9;5;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0;0;0;NA;0;0;0
1974;9;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;7;NA;16.4;21.700001;7.1999998;15;3;17.6;6;12.4;5;10;18.200001;7.5;14.4;10;11;6;5.8000002;5;4.8000002;3.2;8.8000002;11.6;3.4000001;21;29;4.8000002;28.6;8;9.1999998;2;NA;18.4;5.4000001;9
1974;9;8;NA;9;0;0;0;0;0;4;0.2;2;26.6;0.2;7;20;13.2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;0;2.2;12.4
1974;9;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;11;NA;0;0;1;0;0;0.60000002;0;0;0;0;5;0;0;0;0;0;5.5999999;0.2;5.1999998;0.2;0;33.799999;0;0;0;0.60000002;0;0;0.80000001;0;NA;0;0;0
1974;9;12;NA;0;0;0;0;0;0;1.6;0;0;0;0.2;0;0;0;0;0;1.4;1;0.2;1.4;0;1.6;0;0;0;0.60000002;0;0;0;0;NA;0;0;0
1974;9;13;NA;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;14;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;15;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;16;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;17;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
1974;9;18;NA;45;2.3;0.60000002;5.1999998;6;0;0.80000001;0;0;0;0;22.5;0.2;12.6;0;0;5.5999999;0;4;0;0;7.5999999;0;0;16;0.2;11.6;2;23.4;2.8;NA;14.8;2.8;0
1974;9;19;NA;0;0;0;0;0.60000002;0;0.2;0.2;0;0;1.4;0;0;0;0;0;4.4000001;0;0.2;0;0;2.2;0;0;0;6;0;0;0;0;NA;0;0;0
1974;9;20;NA;5.5;23.5;7.1999998;9;26;16.4;18.6;1.4;0;1;10.6;13.5;5;6;0;0.2;13.6;9.1999998;25.200001;5.8000002;21;30.799999;4;9;6;27.799999;14.2;15.5;12.6;2;NA;29.200001;12.4;2.5999999
1974;9;21;NA;4;1.5;14.4;5;0.60000002;1.8;7.4000001;0.2;2;1.6;7.5999999;5;3.8;8.8000002;2;0.60000002;2.8;4.4000001;3.8;9.6000004;6.5999999;5;11.4;2;15;6.8000002;3.8;8.1999998;1;4;NA;1.4;6.4000001;12
1974;9;22;NA;0;0;3;0.40000001;1;6.5999999;0.80000001;0;0;0;0.2;0;0;0;0;0.2;6.5999999;9;2;11.4;1.4;1;20;0;1;6.1999998;0.2;0.40000001;0.2;0;NA;1.2;1.2;0
1974;9;23;NA;0.30000001;0;0;0;0.40000001;0;0;0.2;0;0.2;0;0;0;2.5999999;0;0;0;0.80000001;0;1.4;0;0;0.2;0;0;0;0.2;0;0;0.2;NA;0;0;0
1974;9;24;NA;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2.5999999;0;0;0;0;9;0;0;0;0.2;0;0;0;0;NA;0;0;0
1974;9;25;NA;7;23;41.599998;8.3999996;14.4;19.200001;8.1999998;0;3;2.4000001;21.4;11.5;6.5999999;6.4000001;5;0;28.4;4;19.200001;10.8;2.5999999;40.599998;2.4000001;25;25;13;12.6;10.6;9;3;NA;17;8;4.5999999
1974;9;26;NA;0;3.2;12;3.2;6.4000001;6.8000002;1.6;7;0;0;5.1999998;1;1.4;0.2;1;0;6;0.60000002;5.5999999;5.4000001;2;9.6000004;1.4;3;10;2;8;4.6999998;4.8000002;9;NA;5.8000002;1.4;2.8
1974;9;27;NA;1.2;0;0;0;0;0;0;0.2;2;0;0;0;2;0.2;2;14;0;0;0;0;0;0;0.60000002;0;0;0;0;0;0;0;NA;0;0;0
1974;9;28;NA;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;0;0;0
1974;9;29;NA;0;4.6999998;4;4.5999999;1.6;0.60000002;0;6;3;0;0;2.5;0.2;0;0;0;0.40000001;0;0;0;0;2;0;4;10.5;0;2;2.3;3.8;0;NA;4.4000001;1.2;1.8
1974;9;30;NA;45;33;59.400002;35;34.200001;20.4;36.799999;26.6;28;34.400002;42.799999;40;40;32.299999;40;30;17;20;21.6;6.1999998;24.200001;19.6;26.4;33;28;17;37;34;37.799999;42;NA;38.599998;40;30
1974;10;1;NA;4;5;5.1999998;5;1;0.40000001;0.2;6.4000001;5;12;5.8000002;7;13.6;18.4;10;16;1;0;0.60000002;0;4.4000001;1;1.4;4;3.5;0;4;0.5;1.4;0;NA;10.8;1;4.8000002
1974;10;2;NA;6;4;13;5.5999999;4.4000001;1.6;0.2;1.6;6;1.4;13.4;2.5;1.6;2.8;1;2;3.2;1;2;1.4;0.80000001;5;0.60000002;6;5;1.8;1.8;0.80000001;2.4000001;0;NA;9;1;3.5999999
1974;10;3;NA;0;0;2.5999999;0;0;3.5999999;0;0.2;0;0;0.40000001;0;0;0;0;0;4.1999998;0.40000001;1.8;0.40000001;0;2.4000001;0.2;8;3;0.40000001;0;2.5;0.40000001;0;NA;10.4;0.60000002;0
1974;10;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.2;0
1974;10;5;NA;0;0;0.2;0;0;0.80000001;0;0;0;0.2;0.80000001;0;0;0;0;0;16.4;4.5999999;5.4000001;1.2;3;27.799999;0.60000002;0;0;6;0;0;0.2;0;NA;0.40000001;0;0
1974;10;6;NA;0;0;1.6;0.2;0;0.60000002;0.80000001;0;1;0;0.60000002;0;3.5999999;0;0;0;0;0;1;4;0;0;0.2;0;0;0;0;0;0.40000001;1;NA;0.2;1;0.40000001
1974;10;7;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0
1974;10;8;NA;4;16;28;9;10.4;10;4.1999998;0.40000001;1;0;16.4;6.5;1.4;1.2;0;0.2;9.6000004;1.6;10.4;2.4000001;4.5999999;10.4;1.2;16;15.5;6.4000001;8.3999996;6.8000002;7.8000002;5;NA;14.8;5;1.2
1974;10;9;NA;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.40000001;0;0;0;NA;0.2;0;0
1974;10;10;NA;0;0;0.80000001;0;0;1.2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.2;0;0;0;0;0;0;0;0;NA;0;0;0.2
1974;10;11;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;NA;0;0;0
1974;10;12;NA;0;2.5;0.40000001;0.60000002;0.40000001;0.60000002;0;0;0;0;3.2;0;0.80000001;1.4;2;1.2;0.2;0;0;0.2;0.2;0.80000001;0.40000001;0;2;0;0.80000001;0.89999998;0.60000002;0;NA;0.80000001;0.2;0
1974;10;13;NA;28;26;47;12.8;13.4;20;11.2;5.4000001;5;10.2;42.799999;17.5;16.799999;31.6;20;11;11.4;4;9;4.4000001;9;19.799999;4;18;18;7.1999998;11.6;15.2;13.8;32;NA;14;12.4;8.6000004
1974;10;14;NA;7;2;2;8;9.1999998;9;2.8;6;3;5.5999999;1.8;4.5;4.8000002;5.4000001;6;1.8;7;3;5.5999999;3.8;5;3;1.4;10;7.5;5.8000002;5.4000001;7;7;10;NA;4.5999999;7.4000001;15.4
